ID,gender,ever_married,age,graduated,profession,work_experience,spending_score,family_size,product_category,customer_segment
462924,female,yes,31,no,homemaker,8.0,average,2,sports,suv
462488,male,no,33,yes,healthcare,0.0,low,5,sports,suv
461640,male,yes,52,yes,artist,1.0,average,2,sports,hatchback
465504,male,no,42,yes,entertainment,0.0,low,2,sports,truck
460902,male,no,38,yes,executive,1.0,low,3,sports,sedan
459657,male,yes,84,yes,lawyer,1.0,high,2,sports,truck
465054,male,yes,67,yes,executive,1.0,high,3,sports,hatchback
464000,female,no,32,no,healthcare,0.0,low,5,commercial,hatchback
460324,female,no,33,yes,entertainment,12.0,low,2,sports,sedan
462468,female,no,30,yes,healthcare,2.0,low,5,sports,suv
465245,male,no,18,no,healthcare,1.0,low,4,electric,suv
467919,female,yes,47,yes,artist,7.0,average,2,sports,hatchback
463716,male,no,29,no,doctor,1.0,low,4,sports,suv
463769,male,yes,63,no,executive,0.0,high,4,sports,truck
462327,male,yes,27,yes,entertainment,0.0,low,4,commercial,suv
463882,female,yes,43,yes,artist,1.0,low,1,economy,sedan
462282,male,no,29,no,healthcare,1.0,low,3,sports,suv
459625,female,yes,57,no,engineer,8.0,low,1,sports,truck
466740,female,yes,47,no,engineer,8.0,low,1,luxury,sedan
461434,female,yes,32,yes,executive,4.0,high,3,commercial,hatchback
465404,female,yes,25,yes,entertainment,0.0,average,2,economy,sedan
462337,female,yes,79,yes,lawyer,1.0,high,2,electric,truck
461921,female,no,41,yes,artist,0.0,low,1,sports,sedan
463763,male,yes,36,yes,artist,4.0,average,2,sports,hatchback
467749,male,no,19,no,healthcare,1.0,low,9,commercial,suv
463850,male,yes,26,no,entertainment,0.0,high,2,sports,suv
460381,male,no,28,yes,artist,13.0,low,2,sports,sedan
460946,male,no,84,no,artist,0.0,low,1,sports,suv
464329,male,yes,81,no,lawyer,1.0,low,2,sports,suv
467209,female,no,35,yes,healthcare,1.0,low,1,sports,suv
461897,male,yes,55,yes,doctor,0.0,average,2,sports,hatchback
462920,male,yes,50,no,executive,0.0,high,5,sports,truck
460994,male,yes,78,yes,lawyer,0.0,low,5,sports,sedan
462868,male,yes,36,no,entertainment,0.0,average,4,electric,sedan
459964,male,no,47,yes,marketing,1.0,low,1,sports,sedan
462663,male,yes,48,no,entertainment,6.0,average,5,electric,truck
464116,female,yes,69,yes,marketing,1.0,low,2,sports,hatchback
467119,male,yes,38,no,marketing,0.0,high,4,commercial,truck
465042,male,yes,36,yes,artist,1.0,average,4,sports,hatchback
464762,female,yes,52,no,engineer,9.0,average,4,electric,truck
460009,male,no,46,yes,artist,0.0,low,1,sports,truck
460583,male,no,18,no,marketing,1.0,low,6,luxury,suv
467827,female,no,22,no,healthcare,0.0,low,4,sports,suv
463795,male,no,18,no,doctor,1.0,low,6,sports,truck
464313,male,yes,30,no,homemaker,1.0,average,3,sports,suv
459230,male,yes,43,no,artist,7.0,high,4,sports,truck
462245,female,yes,49,yes,artist,1.0,average,3,sports,hatchback
462926,female,no,40,yes,homemaker,9.0,low,2,sports,sedan
460743,male,yes,55,yes,artist,0.0,average,3,sports,hatchback
464656,female,no,33,no,healthcare,1.0,low,7,electric,truck
467656,male,no,31,yes,healthcare,1.0,low,5,sports,suv
460978,female,no,35,yes,healthcare,3.0,low,6,mid-range,suv
467684,male,no,40,yes,healthcare,8.0,low,3,mid-range,suv
467089,male,yes,69,no,artist,0.0,average,3,sports,truck
466091,female,yes,46,yes,artist,1.0,low,4,electric,truck
464582,female,yes,63,yes,marketing,0.0,low,2,sports,suv
458997,male,yes,61,yes,artist,1.0,average,2,sports,truck
466025,female,no,50,no,engineer,1.0,low,1,luxury,sedan
464507,male,yes,53,yes,artist,0.0,high,3,sports,hatchback
459204,female,yes,35,yes,engineer,0.0,average,2,sports,truck
467521,male,no,19,no,healthcare,7.0,low,3,sports,suv
462743,male,no,26,no,healthcare,3.0,low,4,luxury,suv
459245,female,yes,38,no,engineer,0.0,average,4,sports,truck
463884,female,no,26,no,artist,1.0,low,1,sports,suv
463860,male,yes,39,yes,healthcare,0.0,high,3,sports,hatchback
459184,male,yes,39,yes,entertainment,1.0,low,4,electric,sedan
460201,female,no,45,yes,artist,2.0,low,1,sports,sedan
464989,male,yes,47,no,entertainment,0.0,average,4,sports,hatchback
467782,female,no,30,yes,entertainment,0.0,low,5,mid-range,sedan
464923,male,yes,48,no,executive,5.0,high,2,electric,sedan
459364,female,yes,76,yes,marketing,0.0,low,2,sports,truck
462119,male,yes,71,yes,entertainment,0.0,low,2,sports,sedan
465132,female,no,41,yes,artist,0.0,low,1,sports,sedan
463873,male,yes,57,yes,artist,1.0,average,5,sports,hatchback
467633,male,yes,49,no,entertainment,0.0,low,1,sports,sedan
462780,male,yes,21,no,healthcare,1.0,high,8,electric,truck
462445,male,no,18,no,healthcare,0.0,low,3,sports,suv
460664,female,no,33,no,homemaker,8.0,low,1,sports,suv
465992,male,yes,53,yes,entertainment,1.0,low,3,sports,sedan
463990,male,yes,55,yes,artist,1.0,average,2,electric,truck
463128,male,yes,73,yes,lawyer,0.0,high,4,sports,sedan
460775,male,yes,59,yes,artist,0.0,low,2,sports,sedan
464118,male,no,38,yes,entertainment,0.0,low,2,sports,suv
459264,female,no,42,yes,artist,0.0,low,2,sports,hatchback
464069,female,yes,83,yes,lawyer,1.0,high,2,sports,sedan
465564,male,yes,46,no,artist,0.0,average,4,luxury,truck
466387,male,yes,37,yes,entertainment,8.0,average,2,sports,truck
462887,female,yes,42,no,engineer,1.0,low,3,sports,sedan
465977,male,yes,71,yes,artist,0.0,average,2,sports,hatchback
462775,female,no,18,no,healthcare,7.0,low,3,sports,suv
460286,female,no,41,yes,artist,4.0,low,1,sports,suv
466294,male,yes,27,yes,healthcare,0.0,low,5,electric,suv
466037,female,no,53,no,entertainment,1.0,low,1,electric,sedan
466335,female,no,28,no,healthcare,0.0,low,3,electric,truck
461933,male,no,18,no,doctor,0.0,low,2,hybrid,suv
466681,male,no,19,no,healthcare,2.0,low,4,sports,suv
466605,female,no,32,no,healthcare,0.0,low,4,luxury,truck
461332,male,no,30,no,healthcare,1.0,low,4,mid-range,hatchback
461610,male,no,36,yes,doctor,0.0,low,1,sports,truck
467707,male,yes,82,yes,lawyer,5.0,high,2,sports,sedan
465158,male,no,45,yes,artist,1.0,low,1,sports,sedan
459903,male,yes,27,yes,entertainment,9.0,low,4,sports,hatchback
464021,female,no,18,no,healthcare,1.0,low,5,sports,suv
463325,male,yes,22,no,doctor,1.0,low,4,sports,sedan
459660,female,no,22,no,healthcare,2.0,low,6,sports,suv
466423,female,no,42,no,homemaker,8.0,low,1,luxury,suv
465585,male,yes,69,no,doctor,1.0,low,1,sports,sedan
462671,female,yes,43,yes,homemaker,8.0,high,2,sports,sedan
459603,female,yes,89,no,lawyer,3.0,high,2,sports,sedan
463614,female,no,26,no,healthcare,1.0,low,4,luxury,hatchback
465152,male,no,43,yes,artist,1.0,low,3,sports,truck
460525,male,yes,30,yes,entertainment,1.0,average,2,luxury,hatchback
466108,female,yes,60,yes,executive,0.0,low,2,sports,truck
465400,female,yes,38,yes,doctor,7.0,high,4,luxury,hatchback
465681,male,yes,45,yes,entertainment,0.0,average,2,electric,sedan
466251,male,no,20,no,healthcare,3.0,low,4,electric,suv
460417,female,yes,51,yes,marketing,9.0,low,1,sports,sedan
460569,male,yes,36,yes,entertainment,1.0,average,4,luxury,hatchback
461162,female,no,41,no,marketing,9.0,low,3,luxury,truck
463628,female,no,30,yes,artist,9.0,low,1,sports,sedan
467817,female,no,23,no,homemaker,0.0,low,5,hybrid,truck
460406,male,yes,39,yes,healthcare,4.0,low,2,sports,truck
464122,male,yes,63,yes,artist,0.0,average,4,sports,truck
459658,male,yes,60,yes,artist,1.0,average,3,sports,hatchback
462757,male,no,20,no,healthcare,1.0,low,3,sports,suv
459529,female,yes,89,no,lawyer,1.0,high,2,sports,sedan
465920,male,no,43,yes,executive,1.0,low,4,sports,sedan
463262,female,yes,70,no,lawyer,3.0,high,2,sports,sedan
465631,male,no,35,yes,artist,9.0,low,1,sports,sedan
467164,male,yes,42,yes,artist,0.0,high,2,sports,truck
467859,male,yes,39,yes,doctor,6.0,average,2,luxury,hatchback
461703,female,yes,29,yes,healthcare,0.0,low,2,sports,sedan
466097,female,yes,74,no,lawyer,1.0,low,1,sports,sedan
464390,male,yes,41,yes,artist,1.0,low,2,sports,hatchback
465423,male,yes,51,yes,entertainment,0.0,average,4,commercial,hatchback
461337,male,yes,50,yes,executive,1.0,high,3,sports,hatchback
463888,male,no,23,no,marketing,0.0,low,3,sports,suv
460390,male,no,36,yes,artist,9.0,low,3,sports,sedan
465286,male,no,36,yes,artist,8.0,low,1,sports,truck
460294,female,yes,50,yes,doctor,1.0,low,2,sports,suv
461248,female,no,37,no,healthcare,1.0,low,1,sports,suv
464336,male,yes,65,yes,executive,0.0,high,4,sports,hatchback
467595,female,no,26,yes,healthcare,0.0,low,1,sports,suv
466406,male,yes,55,yes,entertainment,1.0,low,3,sports,sedan
465092,male,yes,65,yes,executive,0.0,high,2,sports,hatchback
459492,female,yes,72,yes,lawyer,1.0,high,2,sports,sedan
461426,male,yes,51,yes,artist,7.0,average,2,sports,hatchback
467022,male,no,25,yes,artist,1.0,low,5,sports,suv
467330,male,yes,38,no,executive,0.0,high,3,sports,hatchback
461320,female,no,39,yes,artist,0.0,low,3,sports,truck
466283,female,yes,62,yes,artist,0.0,high,2,sports,truck
463705,female,yes,37,yes,artist,4.0,average,2,mid-range,hatchback
465821,female,no,28,no,engineer,3.0,low,7,electric,sedan
467457,female,no,32,yes,marketing,1.0,low,6,sports,truck
466543,male,no,31,yes,doctor,14.0,low,2,commercial,sedan
463772,female,no,31,no,healthcare,1.0,low,3,sports,suv
459757,male,yes,67,yes,artist,1.0,average,2,sports,truck
464452,female,no,72,yes,lawyer,0.0,low,1,sports,hatchback
463839,female,yes,57,no,engineer,0.0,low,3,sports,truck
464368,male,yes,36,yes,entertainment,4.0,average,2,sports,truck
466923,female,no,21,no,homemaker,9.0,low,1,sports,suv
459878,male,yes,47,no,entertainment,1.0,average,5,sports,hatchback
467279,female,no,25,yes,entertainment,8.0,low,3,sports,suv
465604,female,yes,41,no,engineer,9.0,average,2,luxury,truck
460787,male,no,29,yes,healthcare,0.0,low,4,sports,sedan
466240,male,no,21,no,healthcare,0.0,low,3,electric,suv
466621,male,yes,66,yes,lawyer,0.0,low,1,sports,hatchback
464619,male,yes,27,yes,entertainment,10.0,low,2,sports,truck
467404,male,yes,52,yes,artist,4.0,low,1,sports,hatchback
461314,male,yes,46,yes,artist,1.0,average,3,sports,hatchback
463340,female,no,23,no,healthcare,0.0,low,4,luxury,suv
467870,male,no,27,yes,entertainment,0.0,low,5,sports,truck
462200,female,yes,52,yes,doctor,1.0,low,3,electric,truck
465591,male,yes,65,no,artist,0.0,average,2,electric,sedan
460812,male,yes,59,no,entertainment,1.0,low,2,sports,sedan
467105,female,yes,45,yes,lawyer,0.0,low,1,sports,truck
462037,female,yes,61,no,engineer,1.0,high,3,electric,truck
461726,female,yes,53,yes,artist,1.0,average,4,luxury,hatchback
463577,female,yes,37,yes,doctor,1.0,average,2,sports,hatchback
463038,male,yes,63,yes,executive,0.0,high,5,sports,suv
464928,female,yes,50,yes,artist,1.0,low,3,electric,hatchback
467312,female,yes,62,yes,artist,1.0,low,2,sports,hatchback
464887,male,yes,49,yes,artist,1.0,average,8,electric,hatchback
460555,male,yes,46,yes,homemaker,6.0,average,3,luxury,hatchback
461329,male,yes,53,yes,executive,1.0,high,4,sports,hatchback
459648,female,yes,42,yes,artist,2.0,high,2,sports,hatchback
460835,female,yes,28,yes,artist,0.0,low,1,hybrid,sedan
463827,female,yes,49,yes,engineer,1.0,average,4,sports,truck
460868,male,yes,35,yes,artist,1.0,average,2,sports,truck
467485,male,yes,58,yes,lawyer,0.0,high,2,sports,truck
467351,male,yes,41,no,artist,8.0,average,2,sports,hatchback
465864,male,yes,32,yes,entertainment,9.0,average,2,sports,suv
467232,male,no,33,no,entertainment,0.0,low,2,sports,sedan
466855,male,yes,69,no,entertainment,0.0,low,5,luxury,sedan
467238,female,no,31,no,doctor,6.0,low,4,sports,suv
463654,female,no,39,no,engineer,4.0,low,3,luxury,suv
459047,female,no,21,no,healthcare,1.0,low,5,electric,suv
464363,female,yes,41,yes,artist,9.0,low,1,sports,hatchback
462565,male,yes,49,yes,artist,1.0,average,4,sports,hatchback
463226,female,yes,38,yes,executive,0.0,average,2,sports,sedan
467671,female,yes,52,yes,artist,9.0,low,4,sports,hatchback
460374,female,no,46,yes,artist,6.0,low,2,sports,hatchback
463077,male,no,28,no,doctor,4.0,low,3,sports,hatchback
462719,female,yes,55,yes,artist,0.0,high,5,sports,truck
459729,female,no,41,yes,healthcare,1.0,low,1,sports,suv
459084,male,yes,47,no,executive,0.0,high,2,commercial,truck
467924,male,yes,52,yes,artist,0.0,low,3,electric,sedan
465439,female,yes,45,yes,artist,4.0,high,4,sports,hatchback
466712,male,yes,78,yes,lawyer,1.0,low,1,sports,truck
460983,male,yes,38,no,doctor,0.0,high,4,sports,suv
464008,female,yes,50,yes,artist,1.0,average,4,sports,hatchback
461702,female,yes,53,yes,engineer,8.0,high,4,sports,sedan
464312,male,no,43,yes,artist,1.0,low,1,luxury,sedan
462818,male,yes,59,yes,artist,1.0,average,3,sports,hatchback
466045,female,no,38,no,entertainment,8.0,low,2,sports,truck
461889,male,yes,42,yes,artist,2.0,average,2,sports,hatchback
467945,male,yes,65,yes,artist,0.0,average,2,sports,hatchback
464322,male,yes,79,yes,lawyer,0.0,low,2,sports,sedan
465637,female,no,41,yes,artist,1.0,low,1,electric,suv
462058,male,yes,42,yes,entertainment,9.0,low,2,sports,sedan
462500,male,yes,49,yes,doctor,1.0,average,2,sports,hatchback
466948,male,yes,58,yes,artist,1.0,low,2,commercial,truck
461606,male,yes,69,yes,lawyer,0.0,high,3,sports,sedan
466184,female,no,35,yes,artist,3.0,low,1,sports,hatchback
466014,female,yes,47,no,engineer,0.0,high,2,electric,sedan
462890,female,no,25,yes,marketing,12.0,low,1,sports,suv
464909,female,yes,38,yes,homemaker,0.0,low,2,electric,sedan
459554,female,no,25,no,engineer,8.0,low,3,sports,suv
462429,male,yes,76,no,lawyer,0.0,low,1,sports,sedan
463605,female,no,23,no,healthcare,0.0,low,5,hybrid,suv
464608,female,yes,49,yes,artist,0.0,average,3,sports,hatchback
459597,female,yes,71,yes,artist,1.0,high,2,sports,hatchback
464497,female,no,39,no,engineer,0.0,low,3,luxury,sedan
467150,female,no,41,yes,artist,8.0,low,3,sports,sedan
466829,female,yes,27,no,homemaker,10.0,low,1,sports,suv
463506,female,yes,35,yes,artist,2.0,average,2,sports,hatchback
467448,female,yes,49,no,engineer,0.0,low,1,sports,sedan
462852,male,yes,42,no,engineer,9.0,low,3,sports,suv
462072,male,no,39,yes,artist,0.0,low,1,sports,sedan
463211,male,yes,68,yes,lawyer,8.0,low,1,hybrid,sedan
464059,male,yes,57,yes,artist,1.0,low,1,sports,sedan
463746,male,no,38,yes,artist,0.0,low,1,sports,sedan
465671,female,yes,35,no,engineer,2.0,average,5,electric,suv
461729,female,yes,41,yes,marketing,0.0,low,3,sports,suv
464849,male,yes,40,yes,artist,0.0,average,4,electric,hatchback
466434,male,yes,53,yes,artist,0.0,average,4,sports,truck
467305,female,yes,38,yes,homemaker,8.0,average,3,sports,truck
466270,female,yes,68,no,marketing,0.0,low,2,sports,suv
463479,male,no,30,no,executive,1.0,low,2,sports,suv
467471,male,yes,52,no,entertainment,4.0,average,5,sports,hatchback
459159,male,yes,80,yes,lawyer,1.0,low,1,sports,sedan
465980,female,no,31,yes,healthcare,1.0,low,7,sports,sedan
467528,male,yes,87,no,executive,0.0,high,2,sports,hatchback
461278,male,no,23,no,healthcare,1.0,low,4,sports,suv
466964,male,no,45,yes,artist,5.0,low,1,electric,hatchback
460607,male,yes,36,yes,artist,9.0,average,4,commercial,sedan
462825,male,yes,41,no,executive,1.0,high,2,electric,truck
459899,female,yes,48,yes,artist,0.0,low,4,sports,hatchback
460936,male,yes,70,yes,executive,1.0,high,5,luxury,truck
458991,female,yes,84,yes,lawyer,3.0,high,2,sports,sedan
460028,male,yes,39,yes,healthcare,11.0,average,2,mid-range,suv
464281,female,no,39,yes,artist,0.0,low,1,sports,sedan
463443,male,yes,50,yes,artist,1.0,average,4,sports,hatchback
460949,male,yes,40,yes,doctor,1.0,low,5,sports,sedan
459044,male,yes,38,yes,artist,4.0,average,3,sports,hatchback
460786,male,yes,71,no,lawyer,1.0,high,2,sports,truck
465968,female,no,35,yes,artist,10.0,low,1,sports,sedan
460039,male,yes,27,yes,healthcare,5.0,low,5,sports,suv
462892,male,yes,33,no,healthcare,8.0,average,3,sports,hatchback
465050,male,yes,74,yes,lawyer,1.0,high,2,sports,truck
461793,male,no,20,no,marketing,0.0,low,2,sports,suv
460781,female,yes,30,no,entertainment,1.0,high,4,hybrid,suv
463649,male,no,22,no,doctor,0.0,low,4,sports,truck
466969,female,no,43,yes,homemaker,9.0,low,1,sports,sedan
462030,male,no,36,yes,artist,11.0,low,2,sports,hatchback
463735,male,no,29,yes,healthcare,4.0,low,2,sports,hatchback
464134,female,no,43,yes,entertainment,0.0,low,6,sports,sedan
460195,male,no,38,yes,entertainment,7.0,low,1,sports,suv
466643,female,yes,68,yes,lawyer,9.0,high,4,sports,hatchback
460418,female,no,35,yes,entertainment,9.0,low,2,sports,sedan
461303,female,no,23,no,doctor,7.0,low,4,mid-range,hatchback
467049,male,no,50,yes,artist,1.0,low,1,sports,truck
459674,female,no,32,yes,doctor,0.0,low,5,sports,suv
466910,male,yes,59,yes,entertainment,9.0,low,1,sports,sedan
466459,female,no,30,yes,healthcare,3.0,low,5,sports,truck
463085,female,no,35,yes,artist,0.0,low,1,sports,sedan
461533,male,no,48,yes,healthcare,1.0,low,2,sports,suv
461187,male,no,29,no,healthcare,9.0,low,4,luxury,suv
461432,female,yes,40,yes,artist,1.0,average,2,sports,hatchback
463978,male,yes,38,yes,artist,1.0,average,3,mid-range,hatchback
459383,male,yes,36,no,engineer,0.0,low,1,sports,suv
464020,male,no,20,no,healthcare,0.0,low,4,sports,suv
467394,male,no,29,no,healthcare,6.0,low,3,sports,hatchback
464539,male,yes,42,no,executive,3.0,high,3,electric,sedan
461529,female,yes,35,yes,entertainment,1.0,low,1,sports,suv
464943,female,yes,37,no,engineer,1.0,average,6,electric,truck
466147,female,yes,52,no,artist,0.0,average,4,sports,hatchback
466263,male,no,53,yes,artist,0.0,low,2,electric,hatchback
461812,male,yes,30,no,artist,9.0,high,6,mid-range,sedan
466848,female,yes,65,yes,artist,1.0,low,2,sports,truck
467933,female,no,23,no,healthcare,1.0,low,3,sports,suv
463957,female,no,32,no,entertainment,0.0,low,3,electric,hatchback
462175,female,no,36,yes,homemaker,9.0,low,1,mid-range,sedan
465818,male,no,27,no,entertainment,1.0,low,3,electric,truck
467190,male,yes,36,yes,executive,0.0,low,2,luxury,truck
467848,male,no,37,yes,artist,12.0,low,1,sports,truck
462249,male,no,29,no,entertainment,0.0,low,3,sports,suv
459311,male,no,29,yes,executive,0.0,low,5,sports,hatchback
462610,male,no,27,yes,doctor,1.0,low,6,electric,suv
467309,female,no,35,yes,engineer,2.0,low,1,commercial,truck
467365,male,no,40,yes,artist,1.0,low,1,sports,sedan
461913,male,no,37,yes,entertainment,6.0,low,4,mid-range,sedan
462617,male,no,19,no,healthcare,0.0,low,5,electric,suv
465485,male,no,29,yes,healthcare,0.0,low,4,sports,suv
461316,female,yes,53,yes,artist,0.0,average,2,luxury,hatchback
461079,female,no,26,no,engineer,4.0,low,1,commercial,sedan
465120,female,no,30,yes,healthcare,0.0,low,4,sports,suv
464671,male,no,30,no,entertainment,1.0,low,2,electric,suv
465367,male,yes,69,no,executive,1.0,high,3,sports,truck
467088,male,yes,57,yes,artist,0.0,low,1,luxury,sedan
463887,female,yes,56,yes,artist,4.0,average,2,sports,hatchback
460250,male,no,27,yes,healthcare,8.0,low,4,sports,suv
465316,male,no,21,no,healthcare,0.0,low,6,electric,suv
464713,female,yes,71,yes,artist,0.0,high,4,economy,truck
465764,female,no,39,yes,entertainment,8.0,low,4,electric,suv
467080,female,yes,87,yes,lawyer,1.0,high,2,sports,sedan
460683,male,yes,59,no,entertainment,6.0,average,3,luxury,truck
460042,male,no,32,yes,marketing,8.0,low,1,sports,suv
463025,male,yes,40,no,executive,7.0,low,4,sports,sedan
462179,female,no,31,yes,marketing,0.0,low,9,commercial,suv
464799,male,no,35,no,marketing,0.0,low,4,electric,suv
461934,female,yes,46,yes,artist,8.0,average,2,sports,hatchback
459146,male,yes,69,yes,artist,1.0,low,2,sports,sedan
461448,male,yes,69,yes,doctor,0.0,high,3,sports,hatchback
466419,female,yes,45,yes,entertainment,3.0,average,5,luxury,truck
465443,male,yes,38,yes,artist,0.0,low,4,sports,sedan
459105,male,yes,39,yes,executive,5.0,high,3,sports,hatchback
463232,female,no,23,no,healthcare,2.0,low,5,sports,suv
464737,female,yes,58,no,engineer,0.0,average,6,electric,sedan
467922,male,yes,84,yes,entertainment,0.0,high,2,sports,suv
465329,male,yes,35,yes,artist,5.0,average,2,sports,hatchback
466512,female,no,22,no,healthcare,1.0,low,2,sports,suv
466339,male,no,23,no,healthcare,0.0,low,2,electric,suv
462870,female,no,41,yes,artist,3.0,low,3,sports,suv
464335,male,yes,50,yes,executive,4.0,high,3,sports,hatchback
461353,male,yes,50,yes,executive,0.0,high,4,sports,sedan
463920,female,no,28,yes,homemaker,8.0,low,1,sports,suv
463712,female,yes,37,yes,doctor,1.0,average,2,sports,hatchback
464663,male,yes,73,no,executive,1.0,high,2,electric,suv
465000,male,yes,50,yes,executive,1.0,high,3,sports,hatchback
467500,female,yes,32,yes,artist,4.0,high,2,sports,hatchback
461536,female,no,39,yes,doctor,2.0,low,1,sports,truck
464296,male,no,43,yes,doctor,1.0,low,4,sports,sedan
463142,female,no,33,yes,artist,5.0,low,2,electric,truck
461004,male,yes,61,yes,artist,1.0,average,3,luxury,hatchback
462323,female,yes,70,yes,doctor,0.0,average,2,sports,hatchback
467899,male,yes,66,yes,artist,1.0,average,2,sports,truck
461941,female,yes,72,yes,artist,0.0,low,1,sports,hatchback
461383,male,yes,71,yes,artist,0.0,high,2,sports,truck
466616,male,no,18,no,healthcare,8.0,low,9,sports,suv
464658,male,yes,33,no,artist,1.0,average,2,electric,truck
460699,male,no,28,yes,artist,9.0,low,1,sports,sedan
460180,female,yes,27,yes,marketing,11.0,average,2,sports,sedan
462683,female,yes,38,no,engineer,1.0,low,5,economy,truck
464988,male,yes,63,yes,artist,0.0,average,7,sports,hatchback
466593,male,yes,70,yes,lawyer,0.0,high,3,sports,sedan
464542,female,no,26,yes,healthcare,10.0,low,1,sports,suv
465678,male,yes,36,no,entertainment,1.0,low,2,electric,sedan
467862,female,yes,47,yes,artist,0.0,low,3,sports,hatchback
459394,male,no,28,no,entertainment,9.0,low,2,sports,sedan
460091,female,no,26,yes,entertainment,1.0,low,5,sports,hatchback
461260,male,no,20,no,marketing,1.0,low,3,electric,suv
463632,male,yes,30,yes,artist,0.0,average,2,sports,hatchback
460047,male,no,41,yes,entertainment,8.0,low,2,sports,sedan
460378,female,no,40,yes,doctor,1.0,low,1,sports,sedan
464758,female,yes,47,no,engineer,1.0,average,4,electric,truck
460931,male,yes,40,yes,entertainment,2.0,average,5,sports,sedan
463240,female,yes,53,no,engineer,0.0,average,3,sports,sedan
459698,male,yes,60,yes,artist,1.0,low,2,sports,sedan
461598,female,no,27,yes,artist,8.0,low,1,sports,sedan
465979,male,yes,43,yes,artist,2.0,low,2,sports,truck
463974,female,no,33,yes,homemaker,7.0,low,3,mid-range,hatchback
466231,male,yes,56,yes,entertainment,0.0,average,2,sports,hatchback
459833,male,yes,70,yes,executive,1.0,high,2,sports,hatchback
462886,male,yes,70,no,doctor,1.0,high,2,sports,suv
465998,female,no,40,yes,engineer,6.0,low,3,sports,suv
466942,female,no,29,yes,healthcare,1.0,low,4,sports,suv
466310,female,yes,40,yes,engineer,0.0,average,2,sports,truck
467617,male,yes,82,yes,lawyer,1.0,low,1,sports,sedan
459975,female,no,38,yes,artist,7.0,low,1,sports,truck
464386,male,yes,39,yes,doctor,0.0,average,3,sports,truck
462005,male,yes,39,yes,artist,0.0,average,2,mid-range,hatchback
465859,male,no,47,yes,artist,0.0,low,1,sports,sedan
464394,male,yes,75,yes,lawyer,0.0,high,2,sports,sedan
466120,female,yes,37,no,marketing,0.0,low,4,sports,suv
460964,male,yes,84,no,lawyer,1.0,high,2,sports,sedan
461975,female,no,42,yes,entertainment,6.0,low,2,sports,sedan
462172,male,yes,39,yes,doctor,0.0,average,2,economy,suv
464563,male,yes,42,yes,artist,0.0,average,2,sports,truck
464945,female,yes,40,yes,artist,1.0,average,2,electric,sedan
463688,female,no,52,yes,doctor,1.0,low,1,electric,truck
461750,male,no,52,no,artist,5.0,low,1,sports,truck
464400,male,no,31,yes,entertainment,0.0,low,4,sports,suv
463052,male,yes,37,yes,marketing,1.0,low,2,sports,suv
461372,male,no,27,yes,artist,3.0,low,1,mid-range,sedan
463367,female,no,35,yes,engineer,4.0,low,4,mid-range,hatchback
467926,male,yes,79,yes,artist,0.0,high,2,sports,hatchback
461483,female,no,28,yes,doctor,1.0,low,4,sports,hatchback
467355,male,no,31,no,healthcare,0.0,low,4,sports,suv
466416,male,yes,88,no,executive,0.0,high,3,sports,suv
460330,female,no,51,yes,entertainment,4.0,low,1,sports,sedan
466789,female,yes,53,yes,artist,0.0,average,2,luxury,truck
466679,female,no,43,yes,artist,8.0,low,2,sports,truck
459362,male,yes,55,no,executive,0.0,low,2,sports,sedan
466128,male,no,35,yes,artist,4.0,low,2,sports,sedan
462474,female,yes,25,no,engineer,1.0,average,2,electric,sedan
459782,male,yes,58,yes,artist,6.0,average,4,sports,hatchback
463113,female,no,32,yes,doctor,1.0,low,6,sports,suv
466683,female,yes,49,no,artist,1.0,average,4,luxury,hatchback
462103,female,yes,53,no,entertainment,9.0,high,2,sports,sedan
459227,female,yes,31,no,engineer,9.0,low,4,sports,sedan
467761,male,no,39,yes,artist,1.0,low,2,sports,truck
459163,male,no,42,yes,entertainment,1.0,low,1,sports,sedan
462455,male,no,20,no,healthcare,1.0,low,5,mid-range,suv
460178,male,yes,50,yes,entertainment,1.0,low,2,sports,sedan
462803,male,no,26,no,doctor,0.0,low,6,mid-range,truck
460427,male,yes,46,yes,artist,1.0,average,3,sports,hatchback
466343,male,no,30,yes,doctor,0.0,low,2,luxury,sedan
461583,female,yes,60,yes,doctor,6.0,average,2,sports,hatchback
466461,male,yes,84,no,lawyer,0.0,low,1,sports,suv
462740,male,yes,63,yes,artist,6.0,low,1,sports,truck
461355,female,no,38,yes,healthcare,0.0,low,2,sports,suv
465009,male,yes,51,yes,entertainment,0.0,average,4,sports,hatchback
467658,male,no,20,no,healthcare,0.0,low,4,luxury,suv
462837,female,no,25,no,healthcare,14.0,low,3,sports,suv
463907,female,no,33,yes,doctor,0.0,low,5,sports,suv
462728,female,no,31,no,engineer,0.0,low,1,sports,suv
461175,male,yes,57,yes,healthcare,1.0,low,3,sports,truck
464872,male,yes,42,yes,artist,1.0,low,4,electric,truck
460830,male,yes,40,no,entertainment,2.0,average,5,mid-range,truck
459741,male,yes,66,no,lawyer,0.0,high,3,sports,truck
461154,male,no,21,no,homemaker,0.0,low,4,luxury,sedan
464990,male,yes,73,no,executive,1.0,high,2,sports,truck
467886,female,yes,46,yes,artist,0.0,low,2,sports,hatchback
459201,female,yes,66,yes,artist,0.0,average,2,sports,hatchback
463357,male,yes,27,yes,doctor,0.0,average,2,hybrid,suv
